PROGRAMA;CONCURSO;FOLIO;PALABRAS_CLAVES
FONDECYT;FONDECYT de Iniciación 2017;11170633;"INFANCIA ;ADOPCIONES ;DICTADURA "
FONDECYT;FONDECYT de Iniciación 2018;11180217;"INFANCIA MIGRANTE;CRIANZA Y CUIDADO;POLÍTICAS SOCIALES"
FONDECYT;FONDECYT Regular 2017;1170947;"INFANCIA MIGRANTE;MÚLTIPLES VIOLENCIAS;POLÍTICAS PÚBLICAS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180106;"INFANCIA;IDENTIDAD Y MEMORIA;MIGRACIONES CHILE Y ALEMANIA"
FONDECYT;FONDECYT Regular 2019;1190150;"INFANCIA;INSTITUCIONALIZACIÓN;VIDA COTIDIANA"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11191209;"INFANCIA;RELACIONES DE AUTORIDAD ADULTOS-NIÑOS(AS);ANÁLISIS CRÍTICO DEL DISCURSO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190914;"INFLAMMATION AND TREGS/MICROGLIA FUNCTION;VITAMIN D;DEPRESSION"
FONDECYT;FONDECYT Regular 2020;1201449;"INFLAMMATION, ANTIOXIDANTS, PHOSPHODIESTERASE-4 INHIBITORS, PHARMCOKINETIC, ANTIBIOTICS, FLORFENICOL;METABOLISM, TISSUE CONCENTRATIONS;LIPOPOLYSACCHARIDE"
FONDECYT;FONDECYT Regular 2019;1190406;"INFLAMMATION;GLUT4 TRANSLOCATION;INSULIN SIGNALING"
FONDECYT;FONDECYT Regular 2017;1171637;"INFLAMMATORY BOWEL DISEASE;PLATELET ACTIVATION;THROMBOSIS RISK"
FONDECYT;FONDECYT Regular 2017;1170093;"INFLAMMATORY COLITIS;CD4+ T-CELLS;HETEROMERS OF G-PROTEIN COUPLED RECEPTORS"
FONDECYT;FONDECYT Regular 2017;1171645;"INFLAMMATORY SIGNALING PATHWAYS;GLIAL CELLS;NEURODEGENERATIVE DISEASES"
FONDECYT;FONDECYT Regular 2017;1171466;"INFLATION;NON-GAUSSIANITY;LARGE SCALE STRUCTURE"
FONDECYT;FONDECYT de Postdoctorado 2019;3190554;"INFLATIONARY OBSERVABLES;SPACETIME SYMMETRY BREAKING;SWAMPLAND"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190948;"INFORMACIÓN EN TOMA DE DECISIONES LEGISLATIVA;GRUPOS DE INTERÉS SECCIONALES Y DE CAUSAS;APRENDIZAJE ESTRATÉGICO"
FONDECYT;FONDECYT de Iniciación 2018;11180826;"INFORMACIÓN PRECONTRACTUAL;PROVEEDORES DE PRODUCTOS O SERVICIOS FINANCIEROS;CONSUMIDOR"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0037;"INFORMACIÓN;EMERGENCIAS;RADIO"
FONDECYT;FONDECYT de Iniciación 2018;11180569;"INFORMALIDAD;PROYECTO URBANO;MULTICULTURAL"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190296;"INFORMALITY;PRECAUTIONARY SAVINGS;FINANCIAL MARKET SEGMENTATION"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) . CONVOCATORIA 2017;MEC80170097;"INFORMÁTICA MÉDICA;REDES DE COLABORACIÓN CIENTÍFICA;DOCTORADO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190098;"INFORMATION ACQUISITION;IMPLEMENTATION;SIGNALLING"
FONDECYT;FONDECYT Regular 2017;1170854;"INFORMATION AND DECISION;COMPRESSED SENSING;INVERSE PROBLEM IN ASTRONOMY"
FONDECYT;FONDECYT de Postdoctorado 2017;3170971;"INFORMATION EXTRACTION;SEMANTIC ERROR DETECTION;ONTOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2017;3170556;"INFORMATION MEASURES;COMUTATION INTELLIGENCE;DECISION MAKING"
FONDECYT;FONDECYT Regular 2020;1201868;"INFRACCIÓN ADMINISTRATIVA;SANCIÓN ADMINISTRATIVA;CONTROL DE LA ADMINISTRACIÓN"
FONDECYT;FONDECYT Regular 2016;1160613;"INFRARED IMAGING;INFRARED MICROSCOPE ;SUPER-RESOLUTION AND NONUNIFORMITY "
FONDECYT;FONDECYT Regular 2019;1190241;"INFRARED IMAGING;LIGHT FIELD IMAGING;FIXED PATTERN NOISE"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200992;"INFRARED;PLENOPTICS;IMAGING"
ASTRONOMIA;Concurso ALMA-CONICYT 2019;31190064;"INFRARED-INTERFEROMETRY;HETERODYNE RECEIVERS;BROADBAND HETERODYNE"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2019;MEC80190073;"INGENIERÍA ;INVESTIGACIÓN;DOCENCIA"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180097;"INGENIERÍA ELÉCTRICA;ELECTRÓNICA DE POTENCIA;ENERGÍAS RENOVABLES"
FONDECYT;FONDECYT Regular 2019;1190676;"INGENIO;EPISTEMOLOGÍA;HUMANISMO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190562;"INHIBIDORES DE ACETILCOLINESTERASA;MEDIDAS NEUROFISIOLÓGICAS;EEG"
PAI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) – CONVOCATORIA 2016;PAI80160102;"INICIACIÓN MUSICAL;EDUCACIÓN BÁSICA;RECURSOS DE TECNOLOGÍA SONORA Y MUSICAL"
FONDECYT;FONDECYT de Iniciación 2018;11180616;"INJECTABLE NANOCOMPOSITE;DRUG-RESISTANT DISEASES;MULTI-ASSISTED DRUG DELIVERY"
FONDECYT;FONDECYT de Postdoctorado 2020;3200980;"INMIGRACIÓN DE POBLACIÓN HAITIANA;DERECHO A LA PROTECCIÓN DE LA SALUD;DISCRIMINACIÓN"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201036;"INMIGRACIÓN;EDUCACIÓN FÍSICA;FORMACIÓN DE PROFESORES"
FONDECYT;FONDECYT Regular 2016;1160374;"INMIGRACÍON;JUDÍOS;IDENTIDAD"
FONDECYT;FONDECYT Regular 2020;1200370;"INMIGRACIÓN;MOVILIDAD LIBRE/ FRONTERAS ABIERTAS;CIUDADANÍA GLOBAL"
FONDECYT;FONDECYT de Postdoctorado 2017;3170187;"INMIGRACIÓN;PSICOLOGÍA POSITIVA;BIENESTAR"
FONDECYT;FONDECYT Regular 2020;1200457;"INMIGRANTES ITALIANOS;FRONTERA;CONFLICTO"
FONDECYT;FONDECYT de Postdoctorado 2019;3190504;"INMUNIDAD INNATA ;UTERO;LLAMA GLAMA"
FONDECYT;FONDECYT de Postdoctorado 2020;3200418;"INMUNIDAD NUTRICIONAL;SALMO SALAR;PISCIRICKETTSIA SALMONIS, RENIBACTERIUM SALMONINARUM"
FONDECYT;FONDECYT de Postdoctorado 2018;3180694;"INMUNOESTIMULACIÓN;INTERLEUQUINA 18;NANOENCAPSULACIÓN"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10369;INMUNOTERAPIA CONTRA EL CÁNCER/LINFOCITOS T/RECEPTORES QUIMÉRICOS
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201113;"INNEXIN HEMICHANNELS OF SEA LICE.: THE MAIN TARGET TO EXPLORE DRUG DISCOVERY PIPELINE.;DRUG DISCOVERY AND MOLECULAR MODELING: COMPUTATIONAL STRATEGIES REQUIRED AS A DRUG DESIGN METHOD.;CHEMICAL SYNTHESIS: ESSENTIAL EXPERIMENTAL PROCESS TO OBTAIN NEW CHEMICAL MOLECULES"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0012;"INNOVACIÓN;CREATIVIDAD;PROBLEM-SOLVING"
PCI;Programa Energía 2017;ENER170028;"INNOVACIÓN;ENERGIA SOLAR;POLITICA ENERGÉTICA"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0162;"INNOVACIÓN;GUSANO;TEBO"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180087;"INNOVACIÓN;PSICOLOGÍA;CIENCIAS DE LA SALUD"
FONDECYT;FONDECYT Regular 2020;1201765;"INNOVATION;TWO-SIDED PLATFORMS;DYNAMIC OLIGOPOLY"
FONDECYT;FONDECYT de Iniciación 2018;11180185;"INORGANIC COMPLEXES;ELECTROLUMINESCENCE;DEVICES"
FONDECYT;FONDECYT Regular 2019;1191554;"INORGANIC POLYPHOSPHATE GRANULES;PROTEOMICS;EXTREMOPHILES STRESS DEFENSE"
FONDECYT;FONDECYT Regular 2020;1200245;"INQUISICIÓN
LIMPIEZA DE SANGRE
TOLERANCIA-INTOLERANCIA;COMISARÍAS- FUNCIONARIOS DE LA NÓMINA INQUISITORIAL;HEREJÍAS -PRÁCTICAS ALEJADAS DEL IDEARIO CATÓLICO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200576;"INSECT VECTORS OF PHYTOPLASMAS;ALTERNATIVE HOST PLANT RESERVOIRS OF PHYTOPLASMAS;SURVEYS TO DETECT PHYTOPLASMAS IN STRAWBERRY PLANTS"
FONDECYT;FONDECYT de Iniciación 2018;11180738;"IN-SERVICE TRAINING;CHANGE MANAGEMENT;EDUCATIONAL LEADERSHIP"
FONDECYT;FONDECYT Regular 2016;1160984;"INSTITUCIONES INFORMALES;CAMBIO POLÍTICO;ESTUDIOS INSTITUCIONALES"
FONDECYT;FONDECYT de Postdoctorado 2020;3200477;"INSTITUCIONES NACIONALES DE PROTECCIÓN Y PROMOCIÓN DE LOS DERECHOS HUMANOS;DEFENSORÍAS DEL PUEBLO (OMBUDSMAN);ATRIBUCIONES JUDICIALES DEL INSTITUTO NACIONAL DE DERECHOS HUMANOS"
FONDECYT;FONDECYT Regular 2018;1181282;"INSTITUTIONS;ENVIRONMENTAL RISK REDUCTION;CHILE"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201192;"INSTREAM GRAVEL MINING;FLUVIAL MORPHOLOGY;BEDLOAD TRANSPORT"
FONDECYT;FONDECYT Regular 2016;1160838;"INSTRUCTED SECOND LANGUAGE ACQUISITION;CLASSROOM-BASED RESEARCH;PEER INTERACTION"
FONDECYT;FONDECYT de Postdoctorado 2017;3170897;"INSTRUMENTACIÓN OPTOELECTRÓNICA;PIROMETRÍA ÓPTICA;ANÁLISIS ESPECTRAL DE MATERIALES"
FONDECYT;FONDECYT Regular 2017;1170345;"INSTRUMENTATION FOR PARTICLE PHYSICS EXPERIMENTS;ANALOG AND MIXED-­SIGNAL INTEGRATED CIRCUIT DESIGN ;LOW NOISE ELECTRONIC DESIGN TECHNIQUES"
ASTRONOMIA;Fondo ASTRONOMIA QUIMAL 2018;QUIMAL180002;"INSTRUMENTATION;MIRROR TECHONOLOGY;CARBON FIBER"
ASTRONOMIA;Fondo ALMA – CONICYT, para el desarrollo de la Astronomía Chilena 2018;31180049;"INSTRUMENTATION;SYMBIOTIC STARS;NARROW-BAND PHOTOMETRIC TECHNIQUE"
ASTRONOMIA;Fondo ASTRONOMIA QUIMAL 2018;QUIMAL180007;"INSTRUMENTATION;TRANSITING EXOPLANETS;PRECISION PHOTOMETRY"
FONDECYT;FONDECYT Regular 2016;1160986;"INSULA OR INSULAR CORTEX;ANXIETY AND ANXIETY-RELATED DISORDERS;RAT"
FONDECYT;FONDECYT de Iniciación 2017;11170643;"INSULAR VECTORS ;INSULAR T. CRUZI TRANSMISIÓN ;ORIGIN OF INSULAR MEPRAIA  "
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200916;"INSULARIDAD;GEOGRAFÍA POLÍTICA;GOBERNANZA TERRITORIAL"
FONDECYT;FONDECYT Regular 2019;1191183;"INSULIN LIKE GROWTH FACTOR 1;HEPATOCELLULAR CARCINOMA;ALCOHOLIC LIVER DISEASE"
FONDECYT;FONDECYT Regular 2017;1170117;"INSULIN SENSITIVITY;FUEL OXIDATION;METABOLIC FLEXIBILITY"
FONDECYT;FONDECYT de Iniciación 2016;11161085;"INTEGER PROGRAMMING;CUTTING PLANES;MULTIROW CUTS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180305;"INTEGRABLE MODELS;VERTEX OPERATORS, SUPERPOLYNOMIALS;KP HIERARCHY, SUPERSYMMETRY"
FONDECYT;FONDECYT Regular 2017;1170179;"INTEGRABLE SYSTEMS;HARMONIC ANALYSIS;SPECIAL FUNCTIONS"
FONDECYT;FONDECYT Regular 2016;1160004;"INTEGRAL POINTS;NERON CLASS GROUPS;SPHERICAL VARIETIES"
FONDECYT;FONDECYT de Iniciación 2018;11180476;"INTEGRATED BACKYARD SYSTEMS (IBS);SALMONELLA ENTERICA SEROVARS;SHIGA TOXIN-PRODUCING ESCHERICHIA COLI (STEC)"
FONDECYT;FONDECYT de Iniciación 2016;11160295;"INTEGRO DIFFERENTIAL EQUATIONS;EVOLUTION EQAUTIONS WITH DELAY;WELL POSEDNESS AND QUALITATIVE PROPERTIES"
FONDECYT;FONDECYT de Postdoctorado 2018;3180062;"INTELECTUALES AFRODESCENDIENTES;CAMPO INTELECTUAL LATINOAMERICANO;PENSAMIENTO AFRODIASPÓRICO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200265;"INTELECTUALES;POLÍTICA PÚBLICA EDUCACIONAL;DICTADURA CÍVICO MILITAR"
FONDEF;IV CONCURSO DE INVESTIGACIÓN TECNOLÓGICA FONDEF 2015;IT15I10010;INTELIGENCIA TERRITORIAL/TOMA DE DECISIONES/EDUCACIÓN
FONDECYT;FONDECYT Regular 2019;1191538;"INTELLECTUAL DISABILITY;ENDOPLASMIC RETICULUM;PROTEOSTASIS"
FONDECYT;FONDECYT Regular 2019;1191791;"INTELLIGENT USER INTERFACES;EXPLAINABLE ARTIFICIAL INTELLIGENCE;HEALTHCARE APPLICATIONS"
FONDECYT;FONDECYT de Iniciación 2017;11170539;"INTENCIÓN ;ACCIÓN;FILOAOFÍA CRÍTICA"
FONDECYT;FONDECYT Regular 2016;1161667;"INTENCIONALIDAD;INTERACCIÓN;ENACTIVISMO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201086;"INTENSIFICATION OF DESERTIFICATION DRIVEN BY CLIMATE CHANGE. INCREASING DROUGHT AND TEMPERATURE.;ELECTRON TRANSPORT RATE IMPAIRMENT, DIFFUSIONAL AND BIOCHEMICAL LIMITATIONS TO PHOTOSYNTHESIS.;C3 AND C4 WILD PLANTS AND CROPS IN THE ARID AND SEMI-ARID ECOSYSTEM OF CHILE."
FONDECYT;FONDECYT Regular 2020;1201772;"INTENSIVE CARE UNIT;SLEEP;ENVIRONMENTAL INTERVENTION"
FONDECYT;FONDECYT Regular 2020;1200106;"INTERACCIÓN DIALOGAL PROFESOR-ALUMNO;REFLEXIÓN DE LA PRÁCTICA;EXPERIENCIA DE APRENDIZAJE MEDIADO"
FONDECYT;FONDECYT de Iniciación 2018;11180620;"INTERACCIÓN HUMANA;NEURODINÁMICA;NEUROCIENCIA SOCIAL"
FONDECYT;FONDECYT de Postdoctorado 2019;3190854;"INTERACCIONES ECOLOGICAS  ;REDES COMPLEJAS;INTERACCIONES DE FACILITACION ANIMAL-ANIMAL"
FONDECYT;FONDECYT Regular 2018;1181772;"INTERACCIONES EDUCATIVAS;PROGRAMA DE POSTÍTULO DE MENCIÓN;CONOCIMIENTO DIDÁCTICO DEL CONTENIDO"
FONDECYT;FONDECYT Regular 2019;1191865;"INTERACCIONES GEOGRÁFICAS AMBIENTALES;PATAGONIA;HISTORIA AMBIENTAL"
FONDECYT;FONDECYT Regular 2019;1191329;"INTERCELLULAR CHANNEL;PHOSPHORYLATION;SELECTIVE BLOCKER"
PCI;Programa Energía 2018;ENER180024;"INTERCONEXIONES INTERNACIONALES;PLANIFICACIÓN DE INFRAESTRUCTURA ENERGÉTICA ;GESTIÓN DE REDES DE TRANSMISIÓN"
FONDECYT;FONDECYT Regular 2017;1170505;"INTERCULTURALIDAD;CAMPO JURIDICO; DERECHO A LA IDENTIDAD CULTURAL"
FONDECYT;FONDECYT Regular 2016;1160388;"INTERCULTURALIDAD;SEMIÓTICA;CO-TRADICIÓN"
FONDECYT;FONDECYT Regular 2018;1181713;"INTERCULTURALITY & EDUCATION;CURRICULUM STUDIES;BORDERS "
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2019;MEC80190081;"INTERDISCIPLINARIEDAD;DIDACTICA;PROFESORES"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0076;"INTERFERON BOVINO;DIARREA VIRAL BOVINA;ANTIVIRALES BOVINOS"
FONDECYT;FONDECYT de Postdoctorado 2019;3190044;"INTERFERÓN;INFECCIONES VIRALES BOVINAS;EXPRESIÓN DE PROTEÍNAS RECOMBINANTES "
FONDECYT;FONDECYT de Postdoctorado 2019;3190746;"INTERGROUP CONFLICT;CONFLICT-SUPPORTING BELIEFS;MAPUCHE"
FONDECYT;FONDECYT de Iniciación 2016;11160633;"INTERLAMINAR PROPERTIES;NANOCOMPOSITE;FIBER REINFORCED COMPOSITE"
FONDECYT;FONDECYT de Postdoctorado 2019;3190528;"INTERMEDIALIDAD ;ESTUDIOS INTERARTÍSTICOS;POESÍA Y MÚSICA"
FONDECYT;FONDECYT Regular 2016;1160955;"INTERMEDIALIDAD;ANTICIPACIÓN TECNOLÓGICA;CHILE (1870-1978)"
FONDECYT;FONDECYT Regular 2017;1171309;"INTERMEDIARIOS;PESCA ARTESANAL EN CHILE;CONDICIONAMIENTOS AMBIENTALES, CULTURALES Y POLÍTICOS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170206;"INTERMEDIATE WATERS;SOUTH PACIFIC;MG/CA"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190447;"INTERNAL COMBUSTION ENGINE;SYNGAS;CHEMICAL KINETIC MECHANISM"
FONDECYT;FONDECYT de Iniciación 2017;11170309;"INTERNAL MIGRATION;CHILE;PSYCHOSOCIAL WELLBEING"
FONDECYT;FONDECYT Regular 2018;1181764;"INTERNATIONAL BUSINESS;GLOBAL STRATEGY;CROSS-BORDER INVESTMENTS"
ASTRONOMIA;Fondo ALMA – CONICYT, para el desarrollo de la Astronomía Chilena 2017;31170020;"INTERNATIONAL MEETING;GRADUATE STUDENTS AND POSTDOCS;INVITED SPEAKERS"
FONDECYT;FONDECYT Regular 2020;1201461;"INTERNATIONAL MIGRATION;PUBLIC HEALTH;EQUITY IN HEALTH AND HEALTHCARE"
FONDECYT;FONDECYT Regular 2020;1200031;"INTERNATIONAL RELATIONS IN THE AMERICAS DURING THE POST-GREAT DEPRESSION YEARS.;SOUTHERN CONE AND THE EMPIRE OF JAPAN;PAN AMERICANISM AND THE EMPIRE OF JAPAN"
FONDECYT;FONDECYT de Iniciación 2018;11180081;"INTERNATIONAL RELATIONS;INTERNATIONAL POLITICAL ECONOMY ;MULTILATERAL DEVELOPMENT BANKS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190134;"INTERNATIONAL SANCTIONS;DEMOCRATIZATION;REGIONAL ORGANIZATIONS"
FONDECYT;FONDECYT Regular 2020;1201893;"INTERNET OF THINGS;NANOSATELLITES;NETWORK PROTOCOLS"
PCI;Programa Energía 2018;ENER180034;"INTEROPERABILIDAD;ELECTROMOVILIDAD;MOVILIDAD ELÉCTRICA"
FONDECYT;FONDECYT Regular 2020;1200389;"INTERRUPCIÓN O SUSPENSIÓN DEL PLAZO PARA RECURRIR DE PROTECCIÓN DE DERECHOS FUNDAMENTALES;EFECTO DE COSA JUZGADA Y MOTIVACIÓN JUDICIAL EN LA TUTELA DE DERECHOS FUNDAMENTALES;APLICACIÓN PREFERENTE, ALTERNATIVA O RESIDUAL DE PROCEDIMIENTOS JUDICIALES, GENERALES O ESPECIALES"
FONDECYT;FONDECYT de Postdoctorado 2020;3200199;"INTERRUPTORES MOLECULARES, SWITCH MOLECULARES;CONDUCTANCIA MOLECULAR;ESPECTROELECTROQUÍMICA SERS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180111;"INTERSPECIES INTERACTIONS ;DISEASE TRANSMISSION ;WILDLIFE-DOMESTIC INTERFACE"
FONDECYT;FONDECYT Regular 2016;1160583;"INTERSPECIFIC HYBRIDIZATION ;PREZYGOTIC BARRIERS;POSTZYGOTIC BARRIERS"
FONDECYT;FONDECYT Regular 2020;1202007;"INTERSTELLAR MEDIUM: GAS KINEMATICS AND CHEMICAL ABUNDANCES;VIOLENT STAR FORMATION AND FEEDBACK;GALAXY FORMATION AND EVOLUTION. DEEP SURVEYS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11191205;"INTERSTELLAR MEDIUM;EMISSION MECHANISMS;INTERSTELLAR DUST"
FONDECYT;FONDECYT de Iniciación 2017;11170551;"INTERSTELLAR MEDIUM;MASSIVE STAR FORMATION;GALACTIC CENTRE"
FONDECYT;FONDECYT de Postdoctorado 2017;3170768;"INTERSTELLAR MOLECULES;ASTROCHEMICAL OBSERVATIONS;ASTROCHEMICAL SIMULATIONS"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10350;INTERVENCIÓN EDUCATIVA/MODELO, PROTOCOLO/INTERCULTURALIDAD, CONTEXTO INDÍGENA
FONDECYT;FONDECYT de Iniciación 2016;11160538;"INTERVENCIÓN INTER-PROFESIONAL;EJECUCIÓN DE PROGRAMAS SOCIALES;INTEGRALIDAD DE LA POLÍTICA SOCIAL"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200099;"INTERVENCIÓN PSICOLÓGICA;CÁNCER;CALIDAD DE VIDA"
FONDECYT;FONDECYT de Iniciación 2016;11160688;"INTESTINAL ADAPTATION;INTESTINAL REPROGRAMMING;ROUX-EN-Y GASTRIC BYPASS"
FONDECYT;FONDECYT Regular 2019;1190729;"INTESTINAL MICROBIOTA;DOPAMINE;ADDICTION"
FONDECYT;FONDECYT Regular 2017;1170027;"INTRAPALLIAL CIRCUITS ;VISUAL SYSTEM ;AMMNIOTES"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200942;"INTRAPLATE VOLCANISM;ISOTOPIC CONSTRAINTS;JUAN FERNÁNDEZ"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200729;"INTRINSICALLY DISORDERED REGIONS;PROTEIN-PROTEIN AND PROTEIN-DNA ASSOCIATION;DYNAMICS OF INTERDOMAIN COMUNICATION"
FONDECYT;FONDECYT de Iniciación 2018;11181100;"INVASION;FLOWERY DESERT;EVOLUTIONARY ECOLOGY"
FONDECYT;FONDECYT Regular 2016;1161662;"INVASIVE FUNGAL DISEASE;FEBRILE NEUTROPENIA;CHILDREN "
FONDECYT;FONDECYT de Postdoctorado 2018;3180289;"INVASIVE PLANT SPECIES;ULEX EUROPAEUS;CHILEAN MATORRAL"
FONDECYT;FONDECYT de Iniciación 2016;11160852;"INVASIVE SPECIES;GENOMICS;PUBLIC HEALTH "
FONDECYT;FONDECYT de Postdoctorado 2019;3190474;"INVERSE GALOIS PROBLEM;LANGLANDS CORRESPONDENCE;LANGLANDS FUNCTORIALITY"
FONDECYT;FONDECYT Regular 2019;1191903;"INVERSE PROBLEMS IN PDE'S;MEDICAL IMAGING, EARTH SCIENCES;PARAMETER IDENTIFICATION"
FONDECYT;FONDECYT Regular 2020;1201125;"INVERSE PROBLEMS;DISCRETE PARTIAL DIFFERENTIAL EQUATIONS;DISCRETE CARLEMAN ESTIMATES"
FONDECYT;FONDECYT de Iniciación 2018;11180874;"INVERSE PROBLEMS;NUMERICAL RECONSTRUCTION;OPTIMIZATION"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190168;"INVERSIÓN EXTRANJERA;EXPROPIACIÓN INDIRECTA;ARBITRAJE DE INVERSIONES"
FONDECYT;FONDECYT de Iniciación 2018;11180668;"INVERTEBRATES;WETLANDS;DISTURBANCES"
FONDECYT;FONDECYT Regular 2019;1190270;"INVESTIGACIÓN DE PROCESO-RESULTADO EN PSICOTERAPIA;DIVERSIDAD SEXUAL Y DE GÉNERO;INVESTIGACIÓN CUALITATIVA"
FONDECYT;FONDECYT de Postdoctorado 2020;3200018;"INVESTIGACIÓN FENOMENOLÓGICA EN EDUCACIÓN;FORMACIÓN INICIAL DOCENTE;DIMENSIÓN ESTÉTICA"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180081;"INVESTIGACIÓN;AGUAS RESIDUALES;BIOTECNOLOGÍA"
FONDECYT;FONDECYT de Iniciación 2017;11170171;"INVESTIGACIÓN;EDUCACIÓN SUPERIOR;POLÍTICAS"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2019;MEC80190014;"INVESTIGACIÓN;EDUCACION;UNIVERSIDADES"
PAI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) – CONVOCATORIA 2016;PAI80160082;"INVESTIGACIÓN;GRUPOS DE GALAXIAS;FORMACIÓN ACADÉMICA"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2019;MEC80190032;"INVESTIGACIÓN;PAPERS;REDES"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201127;"INVESTMENTS AND RESOURCE ALLOCATION;STATE OWNERSHIP, OWNERSHIP CONCENTRATION;ENTRY AND EXIT DECISIONS, VALUE CREATION AND VALUE CAPTURE"
FONDECYT;FONDECYT Regular 2016;1160311;"IN-VITRO MEAT;EDIBLE-SCAFFOLD;NON-MAMMALIAN BIOMATERIALS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200532;"IOCG EXPLORATION PATHFINDERS;ACTINOLITE ELEMENTAL AND ISOTOPICAL COMPOSITION;ANDEAN MAGMATIC AND TECTONIC EVOLUTION DURING THE EARLY CRETACEOUS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170048;"ION CHANNELS BIOPHYSICS;HEAVY METALS;VOLTAGE-GATED PROTON CHANNEL, HV1, CONNEXINS HEMICHANNELS"
FONDECYT;FONDECYT Regular 2019;1191868;"ION CHANNELS;CALCIUM;TRP CHANNELS"
FONDECYT;FONDECYT Regular 2018;1180784;"ION INSERTION ;POLYCYANOMETALLATES;INTERCALATION CATHODE MATERIALS"
FONDECYT;FONDECYT Regular 2017;1171135;"ION TRANSPORT;EXOCRINE GLANDS;PHYSIOLOGY"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200762;"IONIC LIQUIDS;ALIPHATIC IONIC POLYIMIDES;PROTON CONDUCTIVITY"
FONDECYT;FONDECYT de Iniciación 2016;11160882;"IONIC LIQUIDS;CO2;LIQUID-LIQUID PHASE SPLIT"
FONDECYT;FONDECYT de Postdoctorado 2019;3190738;"IRE1&#945;;DNA DAMAGE RESPONSE;CANCER PROGRESSION "
