PROGRAMA;CONCURSO;FOLIO;PALABRAS_CLAVES
FONDECYT;FONDECYT Regular 2017;1170590;"IRES;RETROVIRUS;RBP"
FONDECYT;FONDECYT Regular 2020;1201865;"IRON OXIDE NANOPARTICLES;NANOCOMPOSITE;CHLORINATED COMPOUNDS"
FONDECYT;FONDECYT Regular 2020;1200514;"IRON;OXYGEN MINIMUM ZONE;METAGENOMIC AND METATRASCRIPTOMIC DATA"
FONDECYT;FONDECYT Regular 2016;1160334;"IRON;SEED;POLLEN"
FONDECYT;FONDECYT Regular 2017;1170799;"IRON-OXIDIZING BACTERIA;OXIDATIVE STRESS;BIOLEACHING"
FONDECYT;FONDECYT Regular 2017;1170168;"IRREVERSIBLE INVESTMENT;LOSS TAX CARRYFORWARD;EMBEDDED OPTIONS"
FONDECYT;FONDECYT Regular 2016;1161006;"ISAV;REVERSE GENETIC;VIRULENCE"
FONDECYT;FONDECYT de Iniciación 2017;11170931;"ISING MODEL ON TRIANGULATIONS, PERFECT MATCHINGS IN CUBIC GRAPHS,  LOW ENERGY LEVELS;PFAFFIANS, GRIDS OF NON-ZERO GENUS SURFACES, DIMER PARTITION FUNCTION, KASTELEYN MATRICES;GRID TOPOLOGICAL MINORS, GRID MINORS, TREEWIDTH IN PLANAR GRAPHS, NP-COMPLETENESS"
FONDECYT;FONDECYT Regular 2020;1200275;"ISLA DE CALOR;CAMBIO CLIMÁTICO;PLANIFICACIÓN SUSTENTABLE"
FONDECYT;FONDECYT Regular 2019;1190644;"ISO 13786:2017;DYNAMIC THERMAL PROPERTIES;COMPLEX SKINS IN ARCHITECTURE"
FONDECYT;FONDECYT de Iniciación 2016;11160927;"ISOELECTRONIC PRINCIPLE;AROMATICITY;METALLOCENES"
FONDECYT;FONDECYT Regular 2019;1190748;"ISOLATED PLANETARY MASS OBJECT;YOUNG BINARIES;KINEMATICS"
FONDECYT;FONDECYT Regular 2020;1201880;"ISORETICULAR SYNTHESIS OF METAL-ORGANIC FRAMEWORKS;LINKER ELECTRON-DONOR/ACCEPTOR CHARACTER VARIATION;CATALYSIS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180356;"ISOTERMAS;RÍOS ANDINOS;CAMBIO CLIMÁTICO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201072;"ISOTOPE FOOTPRINT;WATER CONTAMINATION;BIOGEOCHEMICAL PROCESSES"
FONDECYT;FONDECYT Regular 2016;1161360;"ISOTOPE GEOCHEMISTRY AND GEOCHRONOLOGY;OS- AND CU-SYSTEMATIS;PORPHYRY CU DEPOSITS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180368;"ISÓTOPOS ESTABLES EN BIOMARCADORES;VARIABILIDAD HIDROCLIMATICA;HOLOCENO"
FONDECYT;FONDECYT de Postdoctorado 2019;3190566;"ISOTOPOS ESTABLES;CAMÉLIDOS SUDAMERICANOS;ZOOARQUEOLOGÍA"
FONDECYT;FONDECYT de Iniciación 2016;11160374;"ITEMS RESPOSE THEORY;SELECTION TEST;GUESSING PARAMETER"
FONDECYT;FONDECYT de Iniciación 2016;11161095;"IZQUIERDA CHILENA;HISTORIA POLÍTICA;VÍA CHILENA SOCIALISMO"
FONDECYT;FONDECYT de Postdoctorado 2020;3200786;"JANUS NANOPARTICLES BASED NANOFLUIDS;SOLAR ENERGY AND THERMAL ENERGY STORAGE. SENSIBLE HEAT STORAGE;SENSIBLE HEAT STORAGE MATERIALS BASED ON LITHIUM COMPOUNDS"
FONDECYT;FONDECYT Regular 2016;1161424;"JERARQUÍA URBANA, CIUDADES;DESARROLLO ECONÓMICO Y SOCIAL, SPREAD AND BACKWASH EFFECTS;POBREZA, DESIGUALDAD"
FONDECYT;FONDECYT de Postdoctorado 2020;3200093;"JET AND DROPLET GENERATION;BIOPOLYMER-BASED INK;3D PRINTING"
FONDECYT;FONDECYT Regular 2019;1191888;"JOB SEARCH;INTERNET;WAGES"
ASTRONOMIA;Fondo Gemini-Conicyt, Convocatoria 2019;32190010;"JORNADAS;OBSERVACIÓN;ASTRONOMÍA"
FONDECYT;FONDECYT Regular 2017;1170866;"JSON SCHEMA;SATISFIABILITY;LEARNING DATABASE SCHEMA"
FONDECYT;FONDECYT de Iniciación 2017;11170237;"JUAN IGNACIO MOLINA;""DE PESTE VARIOLARUM"";POESÍA NEOLATINA CHILENA COLONIAL"
FONDECYT;FONDECYT de Postdoctorado 2017;3170773;"JUAN LUIS MARTÍNEZ;LIBRO MEDIEVAL;LIBRO DE ARTISTA"
FONDECYT;FONDECYT Regular 2017;1171894;"JUDGMENT AND DECISION MAKING;OVERCONFIDENCE;ADVICE TAKING"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200904;"JUDICIAL POLICY-MAKING;LEGISLATIVE TRANSACTION COSTS;COURTS IN LATIN AMERICA"
FONDECYT;FONDECYT Regular 2016;1161334;"JUDICIALIZACIÓN;DERECHOS SOCIALES;SUPREMACÍA CONSTITUCIONAL"
FONDECYT;FONDECYT Regular 2020;1201606;"JUEGO;EDUCACIÓN PARVULARIA;PEDAGOGÍA LÚDICA"
FONDECYT;FONDECYT Regular 2018;1180596;"JURISDICCIÓN;FALSO TESTIMONIO;PREVARICACIÓN JUDICIAL"
FONDECYT;FONDECYT Regular 2018;1181573;"JURISPRUDENCE;NATURAL LAW;THOMISM"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200160;"JURISPRUDENCIA;COSTUMBRE INDÍGENA AYMARA;DERECHO CHILENO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190464;"JUSTICIA AMBIENTAL;FISCALIZACIÓN, SANCIÓN Y CUMPLIMIENTO AMBIENTAL;SUPERINTENDENCIA DE MEDIO AMBIENTE"
FONDECYT;FONDECYT de Iniciación 2018;11180839;"JUSTICIA ECONÓMICA;FILOSOFÍA DEL CASTIGO;FILOSOFÍA DEL DERECHO"
FONDECYT;FONDECYT de Iniciación 2016;11160045;"JUSTICIA PRODUCTIVA;JUSTICIA DISTRIBUTIVA;SERVICIOS ESENCIALES"
FONDECYT;FONDECYT Regular 2020;1200083;"JUSTICIA RESTAURATIVA;MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS;REPARACIÓN A LA VÍCTIMA"
FONDECYT;FONDECYT Regular 2017;1171072;"JUSTICIA SOCIAL;LEGITIMIDAD;CAMBIO SOCIAL"
FONDECYT;FONDECYT Regular 2020;1201141;"JUVENTUD;CINE;INDUSTRIA CULTURAL"
FONDECYT;FONDECYT Regular 2019;1190013;"JUVENTUD;GÉNERO;CAMBIO SOCIAL"
FONDECYT;FONDECYT de Iniciación 2017;11170930;"JUVENTUDES;MOVIMIENTOS SOCIALES;SUBJETIVIDADES"
FONDECYT;FONDECYT Regular 2019;1190965;"KANT;NEOKANTISMO;REVOLUCIÓN COPERNICANA"
FONDECYT;FONDECYT de Postdoctorado 2020;3200399;"KARL MARX, DOMINACIÓN ABSTRACTA, ESPACIO-TIEMPO, MERCANCÍA, VALOR, TRABAJO ABSTRACTO, DINERO.;CAPITAL, ABSTRACCIÓN REAL, INTERCAMBIO, FORMAS SOCIALES, PRODUCCIÓN DEL ESPACIO, ESPACIO ABSOLUTO.;ESPACIO RELATIVO, ESPACIO RELACIONAL, TIEMPO CONCRETO, TIEMPO ABSTRACTO."
FONDECYT;FONDECYT de Postdoctorado 2018;3180556;"KCTD5;CA2+ SIGNALING ;FOCAL ADHESIONS DYNAMICS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200167;"KIERKEGAARD;ESTADO;IDENTIDAD"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190871;"KINETIC MODELS OF METABOLISM;BAYESIAN PARAMETER INFERENCE;SYSTEMS BIOTECHNOLOGY"
FONDECYT;FONDECYT Regular 2016;1161132;"KINETIC-FIA; SPECTROPHOTOMETRIC;PHOTO-THERMAL "
FONDECYT;FONDECYT Regular 2019;1191054;"KIR CHANNELS;SNOWFLAKE VITREORETINAL DEGENERATION  AND LEBER CONGENITAL AMAUROSIS;CLEF PALATE"
FONDECYT;FONDECYT Regular 2016;1160043;"KIR7.1;CHOROID PLEXUS;CILIARY BODY OF THE EYE"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0107;"KIT ENZIMÁTICO;RIESGO CARDIOVASCULAR;DIABETES MELLITUS"
FONDECYT;FONDECYT Regular 2016;1160239;"KITAEV MODEL;SPIN ICE;FRUSTRATION"
FONDECYT;FONDECYT de Iniciación 2016;11160876;"KIWIFRUIT;PLANT WATER RELATIONS;PROTECTED CULTIVATION"
FONDECYT;FONDECYT de Iniciación 2018;11181135;"KLEBSIELLA PNEUMONIAE VIRULENCE;ANTIMICROBIAL RESISTANCE;GENOMIC ISLANDS"
FONDECYT;FONDECYT Regular 2018;1180036;"KNOT INVARIANTS;YOKONUMA-HECKE ALGEBRAS;REPRESENTATIONS"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200933;"KOMAGATAELLA PHAFFII/PICHIA PASTORIS;RECOMBINANT PROTEIN PRODUCTION;BIOPROCESS ENGINEERING"
FONDECYT;FONDECYT Regular 2016;1160174;"KPZ UNIVERSALITY CLASS;INTERACTING PARTICLE SYSTEMS;GROWTH MODELS"
FONDECYT;FONDECYT Regular 2020;1201914;"KPZ UNIVERSALITY CLASS;KPZ FIXED POINT;INTERACTING PARTICLE SYSTEMS"
FONDECYT;FONDECYT Regular 2016;1161733;"KV1 CHANNELS;TRP CHANNELS;NEUROPATHIC PAIN"
FONDECYT;FONDECYT Regular 2017;1171575;"L. MONOCYTOGENES ;COPPER;GENE EXPRESSION"
FONDECYT;FONDECYT de Iniciación 2017;11170031;"L2 APTITUDE;L2 MOTIVATION;L2 MOTIVATIONAL SELF-SYSTEM"
FONDECYT;FONDECYT Regular 2019;1191804;"L2 LISTENING;TASK DESIGN;COMPUTER-BASED LEARNING"
FONDECYT;FONDECYT de Iniciación 2016;11160806;"L2 VOCABULARY LEARNING;INCIDENTAL & INTENTIONAL LEARNING;ATTENTION "
FONDECYT;FONDECYT de Postdoctorado 2017;3170158;"LA ARAUCANÍA POSBÉLICA;CAMPESINOS CHILENOS;EXPERIENCIA SUBALTERNA"
FONDECYT;FONDECYT de Iniciación 2017;11171035;"LA PROVINCIA;NEOLIBERALISMO;LITERATURA Y CINE CHILENO Y ARGENTINO CONTEMPORÁNEO"
FONDECYT;FONDECYT Regular 2018;1181782;"LABORATORIOS;INDAGACION;METACOGNICION"
FONDECYT;FONDECYT Regular 2019;1190543;"LABORATORY STUDIES ;SCIENCE AND TECHNOLOGY STUDIES;ETHNOMETHODOLOGY"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190488;"LACTATE SWITCH,;CHO CMYC EXPRESSING CELLS;HIGH CELL DENSITY PERFUSION CULTURE"
FONDECYT;FONDECYT de Postdoctorado 2017;3170905;"LACTATE TRANSPORT;METABOLIC STRESS;NEURON-GLIA SIGNALING"
FONDECYT;FONDECYT de Postdoctorado 2017;3170674;"LACTUCA SATIVA L.;PPO;CRISPR/CAS9"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0011;"LACTUCA SATIVA;COMPUESTO ORGÁNICO VOLATIL;CRECIMIENTO"
FONDECYT;FONDECYT Regular 2016;1160216;"LACTULOSE;B-GALACTOSIDASE;IMMOVILIZATION"
FONDECYT;FONDECYT Regular 2019;1190104;"LACTULOSE;CELLOBIOSE-2 EPIMERASE;&#946;-GALACTOSIDASE"
FONDECYT;FONDECYT de Postdoctorado 2018;3180159;"LAKE;BIOGEOCHEMISTRY;HYDROPHOBIC CONTAMINANTS"
FONDECYT;FONDECYT Regular 2020;1200205;"LAND BASED SALMON AQUACULTURE;STABLE ISOTOPES;BIOGEOCHEMICAL CYCLING OF ORGANIC MATTER"
FONDECYT;FONDECYT de Postdoctorado 2020;3200665;"LAND USE CHANGE;ANTHROPOGENIC CLIMATE CHANGE;NEOTROPICAL REGION"
FONDECYT;FONDECYT de Iniciación 2017;11170302;"LAND USE CHANGES;THERMO-ECOLOGICAL INDICATOR;BIOMASS PRODUCTION SYSTEMS"
FONDECYT;FONDECYT de Iniciación 2017;11170768;"LAND USE-COVER CHANGE;LAND-OCEAN INTERFACE;CLIMATE CHANGE"
FONDECYT;FONDECYT de Iniciación 2018;11180514;"LANDSCAPE ECOLOGY;ECOSYSTEMS SERVICES;PEST CONTROL"
FONDECYT;FONDECYT de Iniciación 2017;11170850;"LANDSCAPE ECOLOGY;HABITAT LOSS AND FRAGMENTATION;LAND OWNERSHIP SUBDIVISION"
FONDECYT;FONDECYT de Postdoctorado 2017;3170743;"LANDSCAPE GENETICS;ISOLATION BY ADAPTATION;MULLERIAN MIMICRY"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190864;"LANDSCAPE-SCALE EROSION;HYDROLOGIC DISTURBANCES;DEPLETED SOILS"
FONDECYT;FONDECYT Regular 2020;1201360;"LANDSLIDES;SLOPE STABILITY;PARAGLACIAL SLOPES"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) . CONVOCATORIA 2017;MEC80170039;"LANGLANDS PROGRAM;LANGLANDS-SHAHIDI METHOD;L-FUNCTIONS"
FONDECYT;FONDECYT Regular 2017;1171583;"LANGLANDS PROGRAM;L-FUNCTIONS;LANGLANDS-SHAHIDI METHOD"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200919;"LANTHANIDE LUMINESCENCE.;LANTHANIDES THERMOMETRY.;INORGANIC COORDINATION POLYMERS."
FONDECYT;FONDECYT Regular 2020;1201680;"LANTHANIDE(III) COMPLEXES 
SINGLE- AND DOUBLE-DECKER COMPLEXES;DIPOLAR 1,3-DIKETONES
MESO-PORPHYRINS;SECOND ORDER NONLINEAR OPTICS
MOLECULAR MACHINES"
FONDECYT;FONDECYT Regular 2020;1200033;"LANTHANIDE(III) IONS; DYSPROSIUM(III); TERBIUM(III); EUROPIUM(III);POLYMETALLIC SPECIES WHITE LIGHT EMITTERS;PHENOL-TRIAZOLE BASED LIGANDS."
FONDECYT;FONDECYT de Iniciación 2016;11160830;"LANTHANOID IONS;MAGNETIC PROPERTIES;POLYOXOMETALATES"
FONDECYT;FONDECYT Regular 2020;1201844;"LARGE SCALE CONVEX OPTIMIZATION;DATA ESTIMATION, ANALYTICS;ROBUST OPTIMIZATION"
FONDECYT;FONDECYT Regular 2018;1180100;"LASER PLASMA;PLASMA JETS;PULSED LASER DEPOSITION"
FONDECYT;FONDECYT de Iniciación 2016;11160146;"LASER PROPAGATION;ATMOSPHERIC TURBULENCE;ANISOTROPIC TURBULENCE"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10465;LASER SPECTROSCOPIC DEVICE/ONLINE MEASUREMENT/COPPER CONCENTRATES
FONDECYT;FONDECYT de Postdoctorado 2018;3180696;"LÁSERES ALEATORIOS;ESTADÍSTICA DE LÉVY ;UMBRAL DE ACCIÓN LÁSER"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200703;"LATE WINTER PRUNING;COLOR;SYRAH"
FONDECYT;FONDECYT Regular 2020;1201520;"LATENT HEAT THERMAL STORAGE;SHAPE-STABILIZED PHASE CHANGE MATERIALS;MORPHOLOGICAL, THERMAL AND MECHANICAL CHARACTERIZATION"
FONDECYT;FONDECYT Regular 2017;1170950;"LATERAL ROOT;ENDOCYTOSIS;NUTRIENTS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170522;"LATITUDINAL PH-TEMPERATURE GRADIENT OF CHILE;HOST-PARASITE SYSTEM;PH-TEMPERATURE INFLUENCE"
FONDECYT;FONDECYT de Postdoctorado 2018;3180323;"LATTICE CODES;LATTICE ALIGNMENT;INTERFERENCE CHANNEL"
FONDECYT;FONDECYT Regular 2016;1160603;"LATTICES AND ORDERS;BRUHAT-TIT TREES AND BUILDINGS;LOCAL AND GLOBAL FIELDS"
FONDECYT;FONDECYT Regular 2017;1170551;"LAVADEROS DE ORO;MAPUCHE SIGLO XVI;ARAUCANÍA SIGLO XVI"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200936;"LAVES PHASE-STRENGTHENED MARTENSITIC/FERRITIC CREEP RESISTANT STEELS;REDUCTION OF CO2 EMISSIONS OF FOSSIL FUEL POWER PLANTS BY INCREASING OPERATING TEMPERATURE;THERMODYNAMIC AND KINETIC MODELING OF PHASE TRANSFORMATIONS IN STEELS FOR DEVELOPMENT OF NEW ALLOYS"
FONDECYT;FONDECYT Regular 2017;1170921;"LAYERED TWO DIMENSIONAL MATERIALS;ELECTRONIC AND OPTICAL PROPERTIES;TRANSPORT"
FONDECYT;FONDECYT Regular 2019;1191165;"LEADERSHIP;EMOTION REGULATION;WORK PERFORMANCE"
FONDECYT;FONDECYT Regular 2016;1161413;"LEARNING ANALYTICS ;EXPERIENCIA DE APRENDIZAJE;PRIMER AÑO EN LA UNIVERSIDAD"
FONDECYT;FONDECYT de Iniciación 2018;11180266;"LEARNING;COMPARATIVE NEUROANATOMY;ANIMAL BEHAVIOR"
FONDECYT;FONDECYT de Iniciación 2017;11170050;"LEAST-SQUARES METHODS;OBSTACLE PROBLEMS;BOUNDARY ELEMENT METHOD"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200853;"LEAVES BIOMONITORING, INORGANIC POLLUTANS, VOLATILE AND SEMI-VOLATILE ORGANIC COMPOUNDS;STRESS METABOLITES;HIGH POLLUTION LOAD AND COPPER SMELTING AND REFINERY"
FONDECYT;FONDECYT Regular 2020;1201173;"LECS;CYCLOMETALATED IR(III) COMPLEXES;ZNO NANOPARTICLES AND ZN(II) COMPLEXES"
FONDECYT;FONDECYT Regular 2019;1191069;"LECTURA Y ESCRITURA;EDUCACIÓN SUPERIOR;DESEMPEÑO ACADÉMICO"
FONDECYT;FONDECYT Regular 2017;1170779;"LECTURA;PROFESORES;FORMACIÓN"
FONDECYT;FONDECYT de Postdoctorado 2019;3190719;"LEFT ORDERABLE GROUP;SPACE OF LEFT ORDERS;RIGIDITY"
FONDECYT;FONDECYT Regular 2018;1181548;"LEFT ORDERABLE GROUPS;ISOLATED ORDERINGS;GROUP RING"
FONDECYT;FONDECYT Regular 2016;1161274;"LEFT-RIGHT ASYMMETRY;BRAIN DEVELOPMENT;ZEBRAFISH"
FONDECYT;FONDECYT Regular 2018;1180022;"LEGES REGIAE;TWELVE TABLES;LEX"
FONDECYT;FONDECYT Regular 2019;1191683;"LEGISLACIÓN PENAL;CORRUPCIÓN PÚBLICA;CORRUPCIÓN PRIVADA"
FONDECYT;FONDECYT Regular 2020;1200317;"LEGISLATIVE AFFAIRS;LEGISLATIVE COMMITTEES;DISTRIBUTIONAL AND ORGANIZATIONAL THEORIES OF CONGRESS"
FONDECYT;FONDECYT Regular 2017;1171051;"LEGISLATIVE POWER;CHECKS AND BALANCES;LEGISLATIVE PROCESS"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) . CONVOCATORIA 2017;MEC80170001;"LEGÍTIMA DEFENSA;SEGURIDAD CIUDADANA;ACTUAR POLICIAL"
FONDECYT;FONDECYT de Iniciación 2016;11160413;"LEGITIMACIÓN DE LA DESIGUALDAD;IDEOLOGÍA;SISTEMA POLÍTICO"
FONDECYT;FONDECYT de Iniciación 2018;11180438;"LEGITIMIDAD ;CONFIANZA ;INSTITUCIONES POLICIALES "
FONDECYT;FONDECYT Regular 2018;1180847;"LEGITIMIDAD;PROTESTAS ESTUDIANTILES;JÓVENES UNIVERSITARIOS "
FONDECYT;FONDECYT de Postdoctorado 2019;3190696;"LEIBNIZ;DINÁMICA;FUERZA"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190379;"LEIBNIZ;FILOSOFÍA;TÉCNICA"
FONDECYT;FONDECYT de Postdoctorado 2018;3180640;"LENGUA DE SEÑAS CHILENA;NARRACIÓN DE EXPERIENCIA PERSONAL;RECURSOS LINGÜÍSTICOS"
FONDECYT;FONDECYT Regular 2018;1180013;"LENGUA NATURAL;POSIBILIDADES SEMÁNTICAS;FORMAS LÓGICO-SINTÁCTICAS"
FONDECYT;FONDECYT de Iniciación 2018;11180356;"LENGUA VERNÁCULA;KAWÉSQAR;FONÉTICA Y FONOLOGÍA"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190448;"LENGUA;CULTURA;INMIGRACIÓN"
FONDECYT;FONDECYT Regular 2017;1171146;"LENGUA;PENSAMIENTO;TRADUCCIÓN"
FONDECYT;FONDECYT Regular 2020;1200882;"LENGUAJE ACADÉMICO PARA EL APRENDIZAJE;EXPLICACIONES CIENTÍFICAS;LITERACIDAD DISCIPLINAR"
FONDECYT;FONDECYT Regular 2019;1190702;"LENGUAJE CLARO;CONCEPTOS JURÍDICOS INDETERMINADOS;APLICACIÓN DEL DERECHO"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10210;LENGUAJE/COMUNICACIÓN/JUGUETE INTERACTIVO
FONDECYT;FONDECYT Regular 2020;1200655;"LENGUAJE;COGNICIÓN;DIÁLOGO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190436;"LEPIDOPTERA COSSIDAE;MASS TRAPPING SYSTEM;PHEROMONE AND KAIROMONES"
FONDECYT;FONDECYT Regular 2017;1170841;"LEPTOCARPHA RIVULARIS;DIABETES KEY ENZYMES;SUPERCRITICAL EXTRACTION"
FONDECYT;FONDECYT de Postdoctorado 2020;3200487;"LEPTOSPIRILLUM UNDER OXIDATIVE STRESS;CHAPEREDOXIN;REPAIR PROTEIN IN ACIDOPHILES"
FONDECYT;FONDECYT de Postdoctorado 2020;3200836;"LESBIANAS, HOMOSEXUALES, IDENTIDAD SEXUAL;EVANGÉLICOS, PENTECOSTALES, NEOPENTECOSTALES, RELIGIÓN;IDENTIDAD, DISCURSOS, INCLUSIÓN"
FONDECYT;FONDECYT de Iniciación 2017;11170508;"LESION CEREBRAL;AISLAMIENTO SOCIAL;FUNCIONES EJECUTIVAS"
FONDECYT;FONDECYT de Iniciación 2018;11180045;"LETRADOS;ETNOGRAFÍA;INDIOS, INCAS"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10500;LEUCEMIA MIELOIDE AGUDA/ESTROMA/MICROAMBIENTE
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11191012;"LEWIS ACID/BASE;FRUSTRATED LEWIS PAIRS;ACTIVATIONS/SEQUESTRATION SMALL MOLECULES"
FONDECYT;FONDECYT de Iniciación 2016;11160566;"LEX ARTIS;RESPONSABILIDAD CIVIL MÉDICA;DEBERES MÉDICOS"
FONDECYT;FONDECYT Regular 2020;1200744;"LEY DE TRÁNSITO;LEY EMILIA;MANEJO EN ESTADO DE EBRIEDAD"
FONDECYT;FONDECYT de Iniciación 2018;11181165;"LIBERALISMO POLÍTICO;RAWLS;HEGEL"
FONDECYT;FONDECYT Regular 2016;1160982;"LIBERALISMO, NEOLIBERALISMO, LIBERALISMO SOCIALDEMÓCRATA;UTOPÍAS, UTOPISMO;FILOSOFÍA POLÍTICA"
FONDECYT;FONDECYT Regular 2019;1191017;"LIBERTAD DE EMPRESA;CONTRATOS DE ADHESIÓN;CLÁUSULAS ABUSIVAS"
FONDECYT;FONDECYT de Iniciación 2016;11160395;"LIBERTAD RELIGIOSA, COOPERACIÓN, NEUTRALIDAD RELIGIOSA DEL ESTADO, IGUALDAD;INSTRUMENTOS TÉCNICOS DE COOPERACIÓN ESTADO-CONFESIONES RELIGIOSAS;DERECHO COMPARADO, ESTUDIO COMPARADO ENTRE EL ESTADO DE CHILE Y OTROS ESTADOS OCCIDENTALES"
FONDECYT;FONDECYT de Iniciación 2017;11170706;"LIBROS DE HORAS;COMUNIDAD DEVOCIONAL;MEMORIA E IDENTIDAD MEDIEVAL"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200922;"LICHEN METABOLITES;PULVINIC ACID;ANTICANCER ACTIVITY"
FONDECYT;FONDECYT Regular 2019;1190314;"LICHENS;HPLC/MS/MS;GREEN CHEMISTRY"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10157;LICUACIÓN DE SUELOS/SISMICIDAD DE ZONAS DE SUBDUCCIÓN/METODOLOGÍA DE DISEÑO
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0079;"LIDERAZGO DE RANGO TOTAL;SOCIAL NETWORK ANALYSIS;TEST DE NEUROLIDERAZGO"
FONDECYT;FONDECYT de Iniciación 2018;11180638;"LIDERAZGO EDUCATIVO;SOCIOLOGÍA CLÍNICA; CARTOGRAFÍAS "
FONDECYT;FONDECYT Regular 2020;1201710;"LIDERAZGO INSTRUCCIONAL;PRÁCTICAS DE COLABORACIÓN;MEJORA PEDAGÓGICA"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200738;"LIDERAZGO PEDAGÓGICO.;PRÁCTICAS DE EVALUACIÓN.;CURRÍCULUM ESCOLAR."
FONDECYT;FONDECYT Regular 2018;1180687;"LIDERAZGO PEDAGÓGICO;JEFE DE DEPARTAMENTO DISCIPLINARIO;MEJORA EN LA EDUCACIÓN SECUNDARIA"
FONDECYT;FONDECYT Regular 2020;1200884;"LIE GROUP;PSEUDODIFFERENTIAL OPERATOR;C*-ALGEBRA"
FONDECYT;FONDECYT Regular 2017;1170541;"LIFE CYCLE AND REPRODUCTIVE MODE;TRANSOCEANIC COLONIZATION AND BOTTLENECKS;SIGNATURES OF SELECTION"
FONDECYT;FONDECYT Regular 2017;1170598;"LIFE HISTORY;LARVAL TROPHIC MODE;POLYCHAETE"
FONDECYT;FONDECYT de Iniciación 2017;11170617;"LIFE-HISTORY STRATEGIES;EARLY ONTOGENY;OCEAN WARMING"
FONDECYT;FONDECYT Regular 2019;1191737;"LIFESPAN;GENOME VARIATION;SINGLE CELLS"
FONDECYT;FONDECYT de Postdoctorado 2019;3190120;"LI-FI;MMWAVE;5G MOBILE NETWORKS "
ASTRONOMIA;Fondo ASTRONOMIA QUIMAL 2019;QUIMAL190004;"LIGHT POLLUTION;CUBESAT;ATTITUDE CONTROL"
FONDECYT;FONDECYT Regular 2020;1200794;"LIGHT POLLUTION;SANDY BEACH;MARINE INVERTEBRATES"
FONDECYT;FONDECYT de Postdoctorado 2019;3190310;"LIGNIN;CO2 REDUCTION;METAL ORGANIC FRAMEWORK"
FONDECYT;FONDECYT Regular 2020;1201042;"LIGNOCELLULOSE NANOFIBERS (LCNF);CELL WALL DECONSTRUCTION
LIGNIN CONTENT;ENZYME PRETREATMENT"
FONDECYT;FONDECYT de Iniciación 2017;11170655;"LIMIT THEOREM;LARGE DEVIATION PRINCIPLE;APPLICATION TO BIOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2019;3190861;"LIMNOGEOLOGY;PALEOCLIMATE;SOUTHERN WESTERLIES"
FONDECYT;FONDECYT de Iniciación 2017;11170016;"LINEAR ALGEBRAIC GROUPS;RATIONAL POINTS;GALOIS COHOMOLOGY"
FONDECYT;FONDECYT Regular 2019;1190142;"LINEAR CONTROL SYSTEMS ;CONTROLLABILITY AND CONTROL SETS;ALMOST RIEMANNIAN STRUCTURES"
FONDECYT;FONDECYT de Postdoctorado 2020;3200771;"LINFOCITO T REGULADOR;SEPSIS;NEUTROPENIA FEBRIL"
FONDECYT;FONDECYT de Iniciación 2018;11180078;"LINGÜÍSTICA AREAL;GRAMÁTICA;ANDES"
